INDEX,EMPRESA,CATEGORIA,DESCRIPCION,MONTO,FECHA
313,SARMIENTO,INVERSION,SENALES Y TELECOMUNICACIONES,104552.16,2019-06-01
314,SARMIENTO,INVERSION,VIAS Y OBRAS,24273723.0302,2019-06-01
315,SARMIENTO,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-06-01
316,SARMIENTO,OPERACION,COMBUSTIBLES Y ENERGIA,50765561.95,2019-06-01
317,SARMIENTO,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,6644099.84,2019-06-01
318,SARMIENTO,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,7561681.58,2019-06-01
319,SARMIENTO,OPERACION,LIMPIEZA,4512413.76,2019-06-01
320,SARMIENTO,OPERACION,LOGISTICA DE RECAUDACION,0.0,2019-06-01
321,SARMIENTO,OPERACION,SEGURIDAD,25425961.33,2019-06-01
322,SARMIENTO,OPERACION,SEGUROS,0.0,2019-06-01
323,SARMIENTO,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,863658.66,2019-06-01
324,SARMIENTO,PERSONAL,PERSONAL,420249455.73,2019-06-01
325,BELGRANO SUR,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-05-01
326,BELGRANO SUR,INVERSION,MATERIAL RODANTE,4237368.0175,2019-05-01
327,BELGRANO SUR,INVERSION,SENALES Y TELECOMUNICACIONES,2399983.4221,2019-05-01
328,BELGRANO SUR,INVERSION,VIAS Y OBRAS,72952563.1389,2019-05-01
329,BELGRANO SUR,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,7062950.85,2019-05-01
330,BELGRANO SUR,OPERACION,LIMPIEZA,1818813.59,2019-05-01
331,BELGRANO SUR,OPERACION,LOGISTICA DE RECAUDACION,927796.34,2019-05-01
332,BELGRANO SUR,OPERACION,SEGURIDAD,1518239.92,2019-05-01
333,BELGRANO SUR,OPERACION,SEGUROS,676389.06,2019-05-01
334,BELGRANO SUR,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1104121.98,2019-05-01
335,BELGRANO SUR,OPERACION,COMBUSTIBLES Y ENERGIA,9054420.87,2019-05-01
336,BELGRANO SUR,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,669781.89,2019-05-01
337,BELGRANO SUR,PERSONAL,PERSONAL,203481668.11,2019-05-01
338,MITRE,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-05-01
339,MITRE,INVERSION,MATERIAL RODANTE,4295044.6091,2019-05-01
340,MITRE,INVERSION,SENALES Y TELECOMUNICACIONES,2167618.7529,2019-05-01
341,MITRE,INVERSION,VIAS Y OBRAS,104067526.09934,2019-05-01
342,MITRE,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,14022494.12,2019-05-01
343,MITRE,OPERACION,LIMPIEZA,10603121.0,2019-05-01
344,MITRE,OPERACION,LOGISTICA DE RECAUDACION,4853730.87,2019-05-01
345,MITRE,OPERACION,SEGURIDAD,1897799.9,2019-05-01
346,MITRE,OPERACION,SEGUROS,78213.83,2019-05-01
347,MITRE,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1584254.24,2019-05-01
348,MITRE,OPERACION,COMBUSTIBLES Y ENERGIA,19806144.04,2019-05-01
349,MITRE,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,3616082.35,2019-05-01
350,MITRE,PERSONAL,PERSONAL,426946411.15,2019-05-01
351,ROCA,INVERSION,SENALES Y TELECOMUNICACIONES,169397.4341,2019-05-01
352,ROCA,INVERSION,VIAS Y OBRAS,109513682.0258,2019-05-01
353,ROCA,INVERSION,MANTENIMIENTO ELECTRICO,2963570.9781,2019-05-01
354,ROCA,INVERSION,MATERIAL RODANTE,12503309.8684,2019-05-01
355,ROCA,OPERACION,COMBUSTIBLES Y ENERGIA,41694958.31,2019-05-01
356,ROCA,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,4660598.39,2019-05-01
357,ROCA,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,12805679.58,2019-05-01
358,ROCA,OPERACION,LIMPIEZA,4354281.05,2019-05-01
359,ROCA,OPERACION,LOGISTICA DE RECAUDACION,8080920.49,2019-05-01
360,ROCA,OPERACION,SEGURIDAD,13107018.18,2019-05-01
361,ROCA,OPERACION,SEGUROS,1131697.48,2019-05-01
362,ROCA,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,3087781.68,2019-05-01
363,ROCA,PERSONAL,PERSONAL,642848542.44,2019-05-01
364,SAN MARTIN,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-05-01
365,SAN MARTIN,INVERSION,MATERIAL RODANTE,30560997.4761,2019-05-01
366,SAN MARTIN,INVERSION,SENALES Y TELECOMUNICACIONES,0.0,2019-05-01
367,SAN MARTIN,INVERSION,VIAS Y OBRAS,39291199.174963,2019-05-01
368,SAN MARTIN,OPERACION,COMBUSTIBLES Y ENERGIA,15295546.3,2019-05-01
369,SAN MARTIN,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,6230675.1,2019-05-01
370,SAN MARTIN,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,11995868.63,2019-05-01
371,SAN MARTIN,OPERACION,LIMPIEZA,1722906.62,2019-05-01
372,SAN MARTIN,OPERACION,LOGISTICA DE RECAUDACION,2486870.97,2019-05-01
373,SAN MARTIN,OPERACION,SEGURIDAD,1518239.92,2019-05-01
374,SAN MARTIN,OPERACION,SEGUROS,219743.1,2019-05-01
375,SAN MARTIN,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1726202.88,2019-05-01
376,SAN MARTIN,PERSONAL,PERSONAL,274565930.42,2019-05-01
377,SARMIENTO,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-05-01
378,SARMIENTO,INVERSION,MATERIAL RODANTE,12735065.28,2019-05-01
379,SARMIENTO,INVERSION,SENALES Y TELECOMUNICACIONES,253604.402,2019-05-01
380,SARMIENTO,INVERSION,VIAS Y OBRAS,75544672.8359,2019-05-01
381,SARMIENTO,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,9762117.2,2019-05-01
382,SARMIENTO,OPERACION,LIMPIEZA,4031386.99,2019-05-01
383,SARMIENTO,OPERACION,LOGISTICA DE RECAUDACION,2600949.17,2019-05-01
384,SARMIENTO,OPERACION,SEGURIDAD,15639938.37,2019-05-01
385,SARMIENTO,OPERACION,SEGUROS,346111.44,2019-05-01
386,SARMIENTO,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,3375985.74,2019-05-01
387,SARMIENTO,OPERACION,COMBUSTIBLES Y ENERGIA,26989797.63,2019-05-01
388,SARMIENTO,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,3591163.98,2019-05-01
389,SARMIENTO,PERSONAL,PERSONAL,344906600.43,2019-05-01
390,BELGRANO SUR,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-04-01
391,BELGRANO SUR,INVERSION,MATERIAL RODANTE,2650220.0,2019-04-01
392,BELGRANO SUR,INVERSION,SENALES Y TELECOMUNICACIONES,201122.0,2019-04-01
393,BELGRANO SUR,INVERSION,VIAS Y OBRAS,11128638.0,2019-04-01
394,BELGRANO SUR,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,5253789.0,2019-04-01
395,BELGRANO SUR,OPERACION,LIMPIEZA,498496.0,2019-04-01
396,BELGRANO SUR,OPERACION,LOGISTICA DE RECAUDACION,936047.0,2019-04-01
397,BELGRANO SUR,OPERACION,SEGURIDAD,8706671.0,2019-04-01
398,BELGRANO SUR,OPERACION,SEGUROS,782999.0,2019-04-01
399,BELGRANO SUR,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1058013.0,2019-04-01
400,BELGRANO SUR,OPERACION,COMBUSTIBLES Y ENERGIA,15490068.0,2019-04-01
401,BELGRANO SUR,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,2052990.0,2019-04-01
402,BELGRANO SUR,PERSONAL,PERSONAL,211976730.0,2019-04-01
403,MITRE,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-04-01
404,MITRE,INVERSION,MATERIAL RODANTE,2340297.0,2019-04-01
405,MITRE,INVERSION,SENALES Y TELECOMUNICACIONES,1736704.0,2019-04-01
406,MITRE,INVERSION,VIAS Y OBRAS,29196867.0,2019-04-01
407,MITRE,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,16447360.0,2019-04-01
408,MITRE,OPERACION,LIMPIEZA,2407088.0,2019-04-01
409,MITRE,OPERACION,LOGISTICA DE RECAUDACION,1599387.0,2019-04-01
410,MITRE,OPERACION,SEGURIDAD,23731165.0,2019-04-01
411,MITRE,OPERACION,SEGUROS,232181.0,2019-04-01
412,MITRE,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,5291792.0,2019-04-01
413,MITRE,OPERACION,COMBUSTIBLES Y ENERGIA,30649275.0,2019-04-01
414,MITRE,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,1893717.0,2019-04-01
415,MITRE,PERSONAL,PERSONAL,438571581.0,2019-04-01
416,ROCA,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-04-01
417,ROCA,INVERSION,MATERIAL RODANTE,5587020.0,2019-04-01
418,ROCA,INVERSION,SENALES Y TELECOMUNICACIONES,1045102.0,2019-04-01
419,ROCA,INVERSION,VIAS Y OBRAS,57688969.0,2019-04-01
420,ROCA,OPERACION,COMBUSTIBLES Y ENERGIA,49220491.0,2019-04-01
421,ROCA,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,1831037.0,2019-04-01
422,ROCA,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,18837562.0,2019-04-01
423,ROCA,OPERACION,LIMPIEZA,2307975.0,2019-04-01
424,ROCA,OPERACION,LOGISTICA DE RECAUDACION,4004267.0,2019-04-01
425,ROCA,OPERACION,SEGURIDAD,13056831.0,2019-04-01
426,ROCA,OPERACION,SEGUROS,1374551.0,2019-04-01
427,ROCA,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,2149385.0,2019-04-01
428,ROCA,PERSONAL,PERSONAL,647717727.0,2019-04-01
429,SAN MARTIN,INVERSION,SENALES Y TELECOMUNICACIONES,224132.0,2019-04-01
430,SAN MARTIN,INVERSION,VIAS Y OBRAS,7356877.0,2019-04-01
431,SAN MARTIN,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-04-01
432,SAN MARTIN,INVERSION,MATERIAL RODANTE,10173129.0,2019-04-01
433,SAN MARTIN,OPERACION,COMBUSTIBLES Y ENERGIA,27020556.0,2019-04-01
434,SAN MARTIN,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,746623.0,2019-04-01
435,SAN MARTIN,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,10465397.0,2019-04-01
436,SAN MARTIN,OPERACION,LIMPIEZA,1710583.0,2019-04-01
437,SAN MARTIN,OPERACION,LOGISTICA DE RECAUDACION,1246990.0,2019-04-01
438,SAN MARTIN,OPERACION,SEGURIDAD,14147567.0,2019-04-01
439,SAN MARTIN,OPERACION,SEGUROS,335288.0,2019-04-01
440,SAN MARTIN,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,2374134.0,2019-04-01
441,SAN MARTIN,PERSONAL,PERSONAL,264688899.0,2019-04-01
442,SARMIENTO,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-04-01
443,SARMIENTO,INVERSION,MATERIAL RODANTE,1206829.0,2019-04-01
444,SARMIENTO,INVERSION,SENALES Y TELECOMUNICACIONES,188827.0,2019-04-01
445,SARMIENTO,INVERSION,VIAS Y OBRAS,28094382.0,2019-04-01
446,SARMIENTO,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,12745380.0,2019-04-01
447,SARMIENTO,OPERACION,LIMPIEZA,3750778.0,2019-04-01
448,SARMIENTO,OPERACION,LOGISTICA DE RECAUDACION,1339880.0,2019-04-01
449,SARMIENTO,OPERACION,SEGURIDAD,23260931.0,2019-04-01
450,SARMIENTO,OPERACION,SEGUROS,1075371.0,2019-04-01
451,SARMIENTO,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,2215813.0,2019-04-01
452,SARMIENTO,OPERACION,COMBUSTIBLES Y ENERGIA,32911375.0,2019-04-01
453,SARMIENTO,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,5437151.0,2019-04-01
454,SARMIENTO,PERSONAL,PERSONAL,341459468.0,2019-04-01
455,BELGRANO SUR,INVERSION,SENALES Y TELECOMUNICACIONES,533851.3691,2019-03-01
456,BELGRANO SUR,INVERSION,VIAS Y OBRAS,4968533.1324,2019-03-01
457,BELGRANO SUR,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-03-01
458,BELGRANO SUR,INVERSION,MATERIAL RODANTE,3593621.6438,2019-03-01
459,BELGRANO SUR,OPERACION,COMBUSTIBLES Y ENERGIA,13131136.95,2019-03-01
460,BELGRANO SUR,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,834565.04,2019-03-01
461,BELGRANO SUR,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,3316060.68,2019-03-01
462,BELGRANO SUR,OPERACION,LIMPIEZA,500297.0,2019-03-01
463,BELGRANO SUR,OPERACION,LOGISTICA DE RECAUDACION,0.0,2019-03-01
464,BELGRANO SUR,OPERACION,SEGURIDAD,7202075.5,2019-03-01
465,BELGRANO SUR,OPERACION,SEGUROS,0.0,2019-03-01
466,BELGRANO SUR,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,234394.94,2019-03-01
467,BELGRANO SUR,PERSONAL,PERSONAL,195484487.1,2019-03-01
468,MITRE,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-03-01
469,MITRE,INVERSION,MATERIAL RODANTE,383245.3238,2019-03-01
470,MITRE,INVERSION,SENALES Y TELECOMUNICACIONES,2506280.1266,2019-03-01
471,MITRE,INVERSION,VIAS Y OBRAS,10755216.6616,2019-03-01
472,MITRE,OPERACION,COMBUSTIBLES Y ENERGIA,13520073.51,2019-03-01
473,MITRE,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,1766025.55,2019-03-01
474,MITRE,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,7721275.66,2019-03-01
475,MITRE,OPERACION,LIMPIEZA,4126291.85,2019-03-01
476,MITRE,OPERACION,LOGISTICA DE RECAUDACION,17028.02,2019-03-01
477,MITRE,OPERACION,SEGURIDAD,16846796.73,2019-03-01
478,MITRE,OPERACION,SEGUROS,0.0,2019-03-01
479,MITRE,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1196971.6,2019-03-01
480,MITRE,PERSONAL,PERSONAL,427709012.51,2019-03-01
481,ROCA,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-03-01
482,ROCA,INVERSION,MATERIAL RODANTE,8409551.1589,2019-03-01
483,ROCA,INVERSION,SENALES Y TELECOMUNICACIONES,102502.125,2019-03-01
484,ROCA,INVERSION,VIAS Y OBRAS,23801376.0082,2019-03-01
485,ROCA,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,7550371.64,2019-03-01
486,ROCA,OPERACION,LIMPIEZA,423610.89,2019-03-01
487,ROCA,OPERACION,LOGISTICA DE RECAUDACION,0.0,2019-03-01
488,ROCA,OPERACION,SEGURIDAD,14223319.6,2019-03-01
489,ROCA,OPERACION,SEGUROS,0.0,2019-03-01
490,ROCA,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1744665.84,2019-03-01
491,ROCA,OPERACION,COMBUSTIBLES Y ENERGIA,48215966.17,2019-03-01
492,ROCA,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,7438356.18,2019-03-01
493,ROCA,PERSONAL,PERSONAL,613505396.55,2019-03-01
494,SAN MARTIN,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-03-01
495,SAN MARTIN,INVERSION,MATERIAL RODANTE,6589207.4613,2019-03-01
496,SAN MARTIN,INVERSION,SENALES Y TELECOMUNICACIONES,53781.9133,2019-03-01
497,SAN MARTIN,INVERSION,VIAS Y OBRAS,7960979.1595,2019-03-01
498,SAN MARTIN,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,4190658.87,2019-03-01
499,SAN MARTIN,OPERACION,LIMPIEZA,292481.21,2019-03-01
500,SAN MARTIN,OPERACION,LOGISTICA DE RECAUDACION,0.0,2019-03-01
501,SAN MARTIN,OPERACION,SEGURIDAD,13235874.33,2019-03-01
502,SAN MARTIN,OPERACION,SEGUROS,0.0,2019-03-01
503,SAN MARTIN,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,112979.52,2019-03-01
504,SAN MARTIN,OPERACION,COMBUSTIBLES Y ENERGIA,18117155.55,2019-03-01
505,SAN MARTIN,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,334277.77,2019-03-01
506,SAN MARTIN,PERSONAL,PERSONAL,261025225.58,2019-03-01
507,SARMIENTO,INVERSION,SENALES Y TELECOMUNICACIONES,104552.16,2019-03-01
508,SARMIENTO,INVERSION,VIAS Y OBRAS,17516444.4372,2019-03-01
509,SARMIENTO,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-03-01
510,SARMIENTO,INVERSION,MATERIAL RODANTE,2913708.1035,2019-03-01
511,SARMIENTO,OPERACION,COMBUSTIBLES Y ENERGIA,28981224.53,2019-03-01
512,SARMIENTO,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,6615218.03,2019-03-01
513,SARMIENTO,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,3111369.4,2019-03-01
514,SARMIENTO,OPERACION,LIMPIEZA,534620.14,2019-03-01
515,SARMIENTO,OPERACION,LOGISTICA DE RECAUDACION,0.0,2019-03-01
516,SARMIENTO,OPERACION,SEGURIDAD,1776368.09,2019-03-01
517,SARMIENTO,OPERACION,SEGUROS,0.0,2019-03-01
518,SARMIENTO,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,3148638.4,2019-03-01
519,SARMIENTO,PERSONAL,PERSONAL,340235931.61,2019-03-01
520,BELGRANO SUR,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-02-01
521,BELGRANO SUR,INVERSION,MATERIAL RODANTE,1634280.1545,2019-02-01
522,BELGRANO SUR,INVERSION,SENALES Y TELECOMUNICACIONES,86885.98,2019-02-01
523,BELGRANO SUR,INVERSION,VIAS Y OBRAS,19097185.9662,2019-02-01
524,BELGRANO SUR,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,8476494.11,2019-02-01
525,BELGRANO SUR,OPERACION,LIMPIEZA,1792357.96,2019-02-01
526,BELGRANO SUR,OPERACION,LOGISTICA DE RECAUDACION,1021464.76,2019-02-01
527,BELGRANO SUR,OPERACION,SEGURIDAD,8997702.44,2019-02-01
528,BELGRANO SUR,OPERACION,SEGUROS,0.0,2019-02-01
529,BELGRANO SUR,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1031597.32,2019-02-01
530,BELGRANO SUR,OPERACION,COMBUSTIBLES Y ENERGIA,31479623.76,2019-02-01
531,BELGRANO SUR,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,2938865.17,2019-02-01
532,BELGRANO SUR,PERSONAL,PERSONAL,202471345.07,2019-02-01
533,MITRE,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-02-01
534,MITRE,INVERSION,MATERIAL RODANTE,1774482.3164,2019-02-01
535,MITRE,INVERSION,SENALES Y TELECOMUNICACIONES,1558656.1735,2019-02-01
536,MITRE,INVERSION,VIAS Y OBRAS,57997243.1093,2019-02-01
537,MITRE,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,13958605.56,2019-02-01
538,MITRE,OPERACION,LIMPIEZA,6349721.89,2019-02-01
539,MITRE,OPERACION,LOGISTICA DE RECAUDACION,0.0,2019-02-01
540,MITRE,OPERACION,SEGURIDAD,21543314.95,2019-02-01
541,MITRE,OPERACION,SEGUROS,0.0,2019-02-01
542,MITRE,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,169831.0,2019-02-01
543,MITRE,OPERACION,COMBUSTIBLES Y ENERGIA,25844087.22,2019-02-01
544,MITRE,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,4797727.64,2019-02-01
545,MITRE,PERSONAL,PERSONAL,416311781.93,2019-02-01
546,ROCA,INVERSION,SENALES Y TELECOMUNICACIONES,102093.75,2019-02-01
547,ROCA,INVERSION,VIAS Y OBRAS,59119142.3122,2019-02-01
548,ROCA,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-02-01
549,ROCA,INVERSION,MATERIAL RODANTE,7504498.2156,2019-02-01
550,ROCA,OPERACION,COMBUSTIBLES Y ENERGIA,113536059.72,2019-02-01
551,ROCA,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,12710295.82,2019-02-01
552,ROCA,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,11323341.09,2019-02-01
553,ROCA,OPERACION,LIMPIEZA,1892013.92,2019-02-01
554,ROCA,OPERACION,LOGISTICA DE RECAUDACION,3924004.97,2019-02-01
555,ROCA,OPERACION,SEGURIDAD,14606256.25,2019-02-01
556,ROCA,OPERACION,SEGUROS,0.0,2019-02-01
557,ROCA,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,926343.49,2019-02-01
558,ROCA,PERSONAL,PERSONAL,625826033.54,2019-02-01
559,SAN MARTIN,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-02-01
560,SAN MARTIN,INVERSION,MATERIAL RODANTE,19658243.8621,2019-02-01
561,SAN MARTIN,INVERSION,SENALES Y TELECOMUNICACIONES,0.0,2019-02-01
562,SAN MARTIN,INVERSION,VIAS Y OBRAS,24631090.3505,2019-02-01
563,SAN MARTIN,OPERACION,COMBUSTIBLES Y ENERGIA,19136652.15,2019-02-01
564,SAN MARTIN,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,4322151.37,2019-02-01
565,SAN MARTIN,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,6723752.34,2019-02-01
566,SAN MARTIN,OPERACION,LIMPIEZA,1085094.03,2019-02-01
567,SAN MARTIN,OPERACION,LOGISTICA DE RECAUDACION,2558858.36,2019-02-01
568,SAN MARTIN,OPERACION,SEGURIDAD,14515386.62,2019-02-01
569,SAN MARTIN,OPERACION,SEGUROS,0.0,2019-02-01
570,SAN MARTIN,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,586599.46,2019-02-01
571,SAN MARTIN,PERSONAL,PERSONAL,266189273.17,2019-02-01
572,SARMIENTO,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-02-01
573,SARMIENTO,INVERSION,MATERIAL RODANTE,7802129.7873,2019-02-01
574,SARMIENTO,INVERSION,SENALES Y TELECOMUNICACIONES,0.0,2019-02-01
575,SARMIENTO,INVERSION,VIAS Y OBRAS,26270310.8514,2019-02-01
576,SARMIENTO,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,7030657.62,2019-02-01
577,SARMIENTO,OPERACION,LIMPIEZA,1285466.26,2019-02-01
578,SARMIENTO,OPERACION,LOGISTICA DE RECAUDACION,1225974.54,2019-02-01
579,SARMIENTO,OPERACION,SEGURIDAD,17347401.73,2019-02-01
580,SARMIENTO,OPERACION,SEGUROS,0.0,2019-02-01
581,SARMIENTO,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,429741.27,2019-02-01
582,SARMIENTO,OPERACION,COMBUSTIBLES Y ENERGIA,33264484.7,2019-02-01
583,SARMIENTO,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,7722002.71,2019-02-01
584,SARMIENTO,PERSONAL,PERSONAL,333440048.6,2019-02-01
585,BELGRANO SUR,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-01-01
586,BELGRANO SUR,INVERSION,MATERIAL RODANTE,5737492.7006,2019-01-01
587,BELGRANO SUR,INVERSION,SENALES Y TELECOMUNICACIONES,0.0,2019-01-01
588,BELGRANO SUR,INVERSION,VIAS Y OBRAS,8523147.8012,2019-01-01
589,BELGRANO SUR,OPERACION,LIMPIEZA,906712.53,2019-01-01
590,BELGRANO SUR,OPERACION,LOGISTICA DE RECAUDACION,1049990.82,2019-01-01
591,BELGRANO SUR,OPERACION,SEGURIDAD,5506424.95,2019-01-01
592,BELGRANO SUR,OPERACION,SEGUROS,0.0,2019-01-01
593,BELGRANO SUR,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1108947.97,2019-01-01
594,BELGRANO SUR,OPERACION,COMBUSTIBLES Y ENERGIA,7999820.58,2019-01-01
595,BELGRANO SUR,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,3699911.17,2019-01-01
596,BELGRANO SUR,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,7261298.32,2019-01-01
597,BELGRANO SUR,PERSONAL,PERSONAL,219111678.34,2019-01-01
598,MITRE,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-01-01
599,MITRE,INVERSION,MATERIAL RODANTE,15904338.5248,2019-01-01
600,MITRE,INVERSION,SENALES Y TELECOMUNICACIONES,56910.6297,2019-01-01
601,MITRE,INVERSION,VIAS Y OBRAS,15777612.9141,2019-01-01
602,MITRE,OPERACION,LIMPIEZA,6212890.49,2019-01-01
603,MITRE,OPERACION,LOGISTICA DE RECAUDACION,0.0,2019-01-01
604,MITRE,OPERACION,SEGURIDAD,23643762.75,2019-01-01
605,MITRE,OPERACION,SEGUROS,0.0,2019-01-01
606,MITRE,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1974141.17,2019-01-01
607,MITRE,OPERACION,COMBUSTIBLES Y ENERGIA,20092664.57,2019-01-01
608,MITRE,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,651194.19,2019-01-01
609,MITRE,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,12805078.42,2019-01-01
610,MITRE,PERSONAL,PERSONAL,461372320.07,2019-01-01
611,ROCA,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-01-01
612,ROCA,INVERSION,MATERIAL RODANTE,34602506.0513,2019-01-01
613,ROCA,INVERSION,SENALES Y TELECOMUNICACIONES,26171.69,2019-01-01
614,ROCA,INVERSION,VIAS Y OBRAS,71749490.0311,2019-01-01
615,ROCA,OPERACION,COMBUSTIBLES Y ENERGIA,72552669.86,2019-01-01
616,ROCA,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,9925184.61,2019-01-01
617,ROCA,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,12419962.96,2019-01-01
618,ROCA,OPERACION,LIMPIEZA,2748475.7,2019-01-01
619,ROCA,OPERACION,LOGISTICA DE RECAUDACION,4093669.08,2019-01-01
620,ROCA,OPERACION,SEGURIDAD,5274810.87,2019-01-01
621,ROCA,OPERACION,SEGUROS,0.0,2019-01-01
622,ROCA,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,2113132.96,2019-01-01
623,ROCA,PERSONAL,PERSONAL,669530452.87,2019-01-01
624,SAN MARTIN,INVERSION,SENALES Y TELECOMUNICACIONES,0.0,2019-01-01
625,SAN MARTIN,INVERSION,VIAS Y OBRAS,13667778.8785,2019-01-01
626,SAN MARTIN,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-01-01
627,SAN MARTIN,INVERSION,MATERIAL RODANTE,16997076.1068,2019-01-01
628,SAN MARTIN,OPERACION,COMBUSTIBLES Y ENERGIA,11876130.89,2019-01-01
