INDEX,EMPRESA,CATEGORIA,DESCRIPCION,MONTO,FECHA
629,SAN MARTIN,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,1505970.28,2019-01-01
630,SAN MARTIN,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,7216472.18,2019-01-01
631,SAN MARTIN,OPERACION,LIMPIEZA,1556442.53,2019-01-01
632,SAN MARTIN,OPERACION,LOGISTICA DE RECAUDACION,0.0,2019-01-01
633,SAN MARTIN,OPERACION,SEGURIDAD,14267212.38,2019-01-01
634,SAN MARTIN,OPERACION,SEGUROS,0.0,2019-01-01
635,SAN MARTIN,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,2369385.76,2019-01-01
636,SAN MARTIN,PERSONAL,PERSONAL,278962076.03,2019-01-01
637,SARMIENTO,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2019-01-01
638,SARMIENTO,INVERSION,MATERIAL RODANTE,5093247.0899,2019-01-01
639,SARMIENTO,INVERSION,SENALES Y TELECOMUNICACIONES,14781619.6,2019-01-01
640,SARMIENTO,INVERSION,VIAS Y OBRAS,24555658.2712,2019-01-01
641,SARMIENTO,OPERACION,LIMPIEZA,17585664.43,2019-01-01
642,SARMIENTO,OPERACION,LOGISTICA DE RECAUDACION,0.0,2019-01-01
643,SARMIENTO,OPERACION,SEGURIDAD,15380435.99,2019-01-01
644,SARMIENTO,OPERACION,SEGUROS,0.0,2019-01-01
645,SARMIENTO,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1596360.85,2019-01-01
646,SARMIENTO,OPERACION,COMBUSTIBLES Y ENERGIA,24439003.37,2019-01-01
647,SARMIENTO,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,1564065.52,2019-01-01
648,SARMIENTO,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,8870045.26,2019-01-01
649,SARMIENTO,PERSONAL,PERSONAL,363357762.96,2019-01-01
650,BELGRANO SUR,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-12-01
651,BELGRANO SUR,INVERSION,MATERIAL RODANTE,17099511.9177,2018-12-01
652,BELGRANO SUR,INVERSION,SENALES Y TELECOMUNICACIONES,597190.8269359999,2018-12-01
653,BELGRANO SUR,INVERSION,VIAS Y OBRAS,62432589.7392,2018-12-01
654,BELGRANO SUR,OPERACION,LIMPIEZA,1579602.46,2018-12-01
655,BELGRANO SUR,OPERACION,LOGISTICA DE RECAUDACION,1999132.18,2018-12-01
656,BELGRANO SUR,OPERACION,SEGURIDAD,13101121.85,2018-12-01
657,BELGRANO SUR,OPERACION,SEGUROS,1468387.14,2018-12-01
658,BELGRANO SUR,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,626781.77,2018-12-01
659,BELGRANO SUR,OPERACION,COMBUSTIBLES Y ENERGIA,14954292.35,2018-12-01
660,BELGRANO SUR,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,3097877.94,2018-12-01
661,BELGRANO SUR,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,5920854.9,2018-12-01
662,BELGRANO SUR,PERSONAL,PERSONAL,182405382.02,2018-12-01
663,MITRE,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-12-01
664,MITRE,INVERSION,MATERIAL RODANTE,57819083.7973,2018-12-01
665,MITRE,INVERSION,SENALES Y TELECOMUNICACIONES,1165700.85536,2018-12-01
666,MITRE,INVERSION,VIAS Y OBRAS,33218341.3659,2018-12-01
667,MITRE,OPERACION,LIMPIEZA,6509732.86,2018-12-01
668,MITRE,OPERACION,LOGISTICA DE RECAUDACION,3456715.04,2018-12-01
669,MITRE,OPERACION,SEGURIDAD,24738180.3,2018-12-01
670,MITRE,OPERACION,SEGUROS,5107032.51,2018-12-01
671,MITRE,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1272856.93,2018-12-01
672,MITRE,OPERACION,COMBUSTIBLES Y ENERGIA,38737879.63,2018-12-01
673,MITRE,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,7685515.24,2018-12-01
674,MITRE,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,10827215.02,2018-12-01
675,MITRE,PERSONAL,PERSONAL,393664548.4,2018-12-01
676,ROCA,INVERSION,SENALES Y TELECOMUNICACIONES,2720329.426988,2018-12-01
677,ROCA,INVERSION,VIAS Y OBRAS,90173078.6795,2018-12-01
678,ROCA,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-12-01
679,ROCA,INVERSION,MATERIAL RODANTE,23119330.2207,2018-12-01
680,ROCA,OPERACION,COMBUSTIBLES Y ENERGIA,13358762.03,2018-12-01
681,ROCA,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,16672530.7,2018-12-01
682,ROCA,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,12373103.41,2018-12-01
683,ROCA,OPERACION,LIMPIEZA,3075145.59,2018-12-01
684,ROCA,OPERACION,LOGISTICA DE RECAUDACION,8097994.12,2018-12-01
685,ROCA,OPERACION,SEGURIDAD,25443756.69,2018-12-01
686,ROCA,OPERACION,SEGUROS,12435822.5,2018-12-01
687,ROCA,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1011592.77,2018-12-01
688,ROCA,PERSONAL,PERSONAL,577097612.44,2018-12-01
689,SAN MARTIN,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-12-01
690,SAN MARTIN,INVERSION,MATERIAL RODANTE,18656961.5988,2018-12-01
691,SAN MARTIN,INVERSION,SENALES Y TELECOMUNICACIONES,745723.66536,2018-12-01
692,SAN MARTIN,INVERSION,VIAS Y OBRAS,20393479.6883,2018-12-01
693,SAN MARTIN,OPERACION,COMBUSTIBLES Y ENERGIA,440400.0,2018-12-01
694,SAN MARTIN,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,9315374.44,2018-12-01
695,SAN MARTIN,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,5176253.63,2018-12-01
696,SAN MARTIN,OPERACION,LIMPIEZA,1455851.97,2018-12-01
697,SAN MARTIN,OPERACION,LOGISTICA DE RECAUDACION,2464740.36,2018-12-01
698,SAN MARTIN,OPERACION,SEGURIDAD,16140769.6,2018-12-01
699,SAN MARTIN,OPERACION,SEGUROS,4112769.01,2018-12-01
700,SAN MARTIN,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1155371.27,2018-12-01
701,SAN MARTIN,PERSONAL,PERSONAL,239423433.79,2018-12-01
702,SARMIENTO,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-12-01
703,SARMIENTO,INVERSION,MATERIAL RODANTE,6231379.1911,2018-12-01
704,SARMIENTO,INVERSION,SENALES Y TELECOMUNICACIONES,1408771.584056,2018-12-01
705,SARMIENTO,INVERSION,VIAS Y OBRAS,27624362.6099,2018-12-01
706,SARMIENTO,OPERACION,LIMPIEZA,6304017.53,2018-12-01
707,SARMIENTO,OPERACION,LOGISTICA DE RECAUDACION,1399239.01,2018-12-01
708,SARMIENTO,OPERACION,SEGURIDAD,22823409.82,2018-12-01
709,SARMIENTO,OPERACION,SEGUROS,501801.5,2018-12-01
710,SARMIENTO,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1302677.37,2018-12-01
711,SARMIENTO,OPERACION,COMBUSTIBLES Y ENERGIA,27243233.77,2018-12-01
712,SARMIENTO,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,4965669.58,2018-12-01
713,SARMIENTO,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,6602432.77,2018-12-01
714,SARMIENTO,PERSONAL,PERSONAL,308089119.88,2018-12-01
715,BELGRANO SUR,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-11-01
716,BELGRANO SUR,INVERSION,MATERIAL RODANTE,4799562.3714,2018-11-01
717,BELGRANO SUR,INVERSION,SENALES Y TELECOMUNICACIONES,0.0,2018-11-01
718,BELGRANO SUR,INVERSION,VIAS Y OBRAS,6064083.2259,2018-11-01
719,BELGRANO SUR,OPERACION,COMBUSTIBLES Y ENERGIA,17876207.34,2018-11-01
720,BELGRANO SUR,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,5157699.01,2018-11-01
721,BELGRANO SUR,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,6942210.26,2018-11-01
722,BELGRANO SUR,OPERACION,LIMPIEZA,881938.46,2018-11-01
723,BELGRANO SUR,OPERACION,LOGISTICA DE RECAUDACION,0.0,2018-11-01
724,BELGRANO SUR,OPERACION,SEGURIDAD,3519065.17,2018-11-01
725,BELGRANO SUR,OPERACION,SEGUROS,1723821.6,2018-11-01
726,BELGRANO SUR,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,734610.48,2018-11-01
727,BELGRANO SUR,PERSONAL,PERSONAL,182261272.81,2018-11-01
728,MITRE,INVERSION,SENALES Y TELECOMUNICACIONES,85531.27,2018-11-01
729,MITRE,INVERSION,VIAS Y OBRAS,42618850.6163,2018-11-01
730,MITRE,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-11-01
731,MITRE,INVERSION,MATERIAL RODANTE,6559642.453,2018-11-01
732,MITRE,OPERACION,COMBUSTIBLES Y ENERGIA,6093232.44,2018-11-01
733,MITRE,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,6013365.44,2018-11-01
734,MITRE,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,16104160.27,2018-11-01
735,MITRE,OPERACION,LIMPIEZA,5157408.63,2018-11-01
736,MITRE,OPERACION,LOGISTICA DE RECAUDACION,3274773.73,2018-11-01
737,MITRE,OPERACION,SEGURIDAD,15700195.82,2018-11-01
738,MITRE,OPERACION,SEGUROS,5444182.88,2018-11-01
739,MITRE,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1315261.22,2018-11-01
740,MITRE,PERSONAL,PERSONAL,401935541.7,2018-11-01
741,ROCA,INVERSION,MANTENIMIENTO ELECTRICO,710503.21,2018-11-01
742,ROCA,INVERSION,MATERIAL RODANTE,9716648.3087,2018-11-01
743,ROCA,INVERSION,SENALES Y TELECOMUNICACIONES,708116.0328,2018-11-01
744,ROCA,INVERSION,VIAS Y OBRAS,73732815.4433,2018-11-01
745,ROCA,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,15533992.02,2018-11-01
746,ROCA,OPERACION,LIMPIEZA,2113936.8,2018-11-01
747,ROCA,OPERACION,LOGISTICA DE RECAUDACION,0.0,2018-11-01
748,ROCA,OPERACION,SEGURIDAD,0.0,2018-11-01
749,ROCA,OPERACION,SEGUROS,12495074.09,2018-11-01
750,ROCA,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1848778.27,2018-11-01
751,ROCA,OPERACION,COMBUSTIBLES Y ENERGIA,82923505.5,2018-11-01
752,ROCA,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,9819266.71,2018-11-01
753,ROCA,PERSONAL,PERSONAL,578643914.2,2018-11-01
754,SAN MARTIN,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-11-01
755,SAN MARTIN,INVERSION,MATERIAL RODANTE,32398763.3741,2018-11-01
756,SAN MARTIN,INVERSION,SENALES Y TELECOMUNICACIONES,0.0,2018-11-01
757,SAN MARTIN,INVERSION,VIAS Y OBRAS,15438255.6318,2018-11-01
758,SAN MARTIN,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,6562867.18,2018-11-01
759,SAN MARTIN,OPERACION,LIMPIEZA,1469244.17,2018-11-01
760,SAN MARTIN,OPERACION,LOGISTICA DE RECAUDACION,1304057.67,2018-11-01
761,SAN MARTIN,OPERACION,SEGURIDAD,0.0,2018-11-01
762,SAN MARTIN,OPERACION,SEGUROS,4442225.9,2018-11-01
763,SAN MARTIN,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,4261859.71,2018-11-01
764,SAN MARTIN,OPERACION,COMBUSTIBLES Y ENERGIA,5557687.03,2018-11-01
765,SAN MARTIN,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,4945266.12,2018-11-01
766,SAN MARTIN,PERSONAL,PERSONAL,236040655.85,2018-11-01
767,SARMIENTO,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-11-01
768,SARMIENTO,INVERSION,MATERIAL RODANTE,8231918.139,2018-11-01
769,SARMIENTO,INVERSION,SENALES Y TELECOMUNICACIONES,761506.6891,2018-11-01
770,SARMIENTO,INVERSION,VIAS Y OBRAS,44067398.0757,2018-11-01
771,SARMIENTO,OPERACION,COMBUSTIBLES Y ENERGIA,26131609.52,2018-11-01
772,SARMIENTO,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,6561810.33,2018-11-01
773,SARMIENTO,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,7193156.01,2018-11-01
774,SARMIENTO,OPERACION,LIMPIEZA,3374250.41,2018-11-01
775,SARMIENTO,OPERACION,LOGISTICA DE RECAUDACION,1341649.49,2018-11-01
776,SARMIENTO,OPERACION,SEGURIDAD,11426489.55,2018-11-01
777,SARMIENTO,OPERACION,SEGUROS,900098.42,2018-11-01
778,SARMIENTO,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,2014008.21,2018-11-01
779,SARMIENTO,PERSONAL,PERSONAL,307468693.32,2018-11-01
780,BELGRANO SUR,INVERSION,SENALES Y TELECOMUNICACIONES,15084.8702,2018-10-01
781,BELGRANO SUR,INVERSION,VIAS Y OBRAS,16400110.7981,2018-10-01
782,BELGRANO SUR,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-10-01
783,BELGRANO SUR,INVERSION,MATERIAL RODANTE,20736670.9811,2018-10-01
784,BELGRANO SUR,OPERACION,COMBUSTIBLES Y ENERGIA,8122570.04,2018-10-01
785,BELGRANO SUR,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,2907425.52,2018-10-01
786,BELGRANO SUR,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,4961846.46,2018-10-01
787,BELGRANO SUR,OPERACION,LIMPIEZA,636772.73,2018-10-01
788,BELGRANO SUR,OPERACION,LOGISTICA DE RECAUDACION,2021186.89,2018-10-01
789,BELGRANO SUR,OPERACION,SEGURIDAD,11266826.1,2018-10-01
790,BELGRANO SUR,OPERACION,SEGUROS,1464100.94,2018-10-01
791,BELGRANO SUR,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1921177.85,2018-10-01
792,BELGRANO SUR,PERSONAL,PERSONAL,189996062.02,2018-10-01
793,MITRE,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-10-01
794,MITRE,INVERSION,MATERIAL RODANTE,6761959.0188,2018-10-01
795,MITRE,INVERSION,SENALES Y TELECOMUNICACIONES,1307388.2435,2018-10-01
796,MITRE,INVERSION,VIAS Y OBRAS,41467351.5952,2018-10-01
797,MITRE,OPERACION,COMBUSTIBLES Y ENERGIA,18400938.5,2018-10-01
798,MITRE,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,9040899.85,2018-10-01
799,MITRE,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,12830229.73,2018-10-01
800,MITRE,OPERACION,LIMPIEZA,4436388.98,2018-10-01
801,MITRE,OPERACION,LOGISTICA DE RECAUDACION,45308.92,2018-10-01
802,MITRE,OPERACION,SEGURIDAD,21940901.71,2018-10-01
803,MITRE,OPERACION,SEGUROS,5112236.14,2018-10-01
804,MITRE,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,4468947.16,2018-10-01
805,MITRE,PERSONAL,PERSONAL,414577781.22,2018-10-01
806,ROCA,INVERSION,MANTENIMIENTO ELECTRICO,285122.8875,2018-10-01
807,ROCA,INVERSION,MATERIAL RODANTE,6900593.6609,2018-10-01
808,ROCA,INVERSION,SENALES Y TELECOMUNICACIONES,26171.6898,2018-10-01
809,ROCA,INVERSION,VIAS Y OBRAS,139767602.3806,2018-10-01
810,ROCA,OPERACION,LIMPIEZA,921733.27,2018-10-01
811,ROCA,OPERACION,LOGISTICA DE RECAUDACION,8019038.33,2018-10-01
812,ROCA,OPERACION,SEGURIDAD,10533055.98,2018-10-01
813,ROCA,OPERACION,SEGUROS,12441042.34,2018-10-01
814,ROCA,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,2287236.59,2018-10-01
815,ROCA,OPERACION,COMBUSTIBLES Y ENERGIA,11947211.82,2018-10-01
816,ROCA,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,30082179.67,2018-10-01
817,ROCA,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,12448190.99,2018-10-01
818,ROCA,PERSONAL,PERSONAL,611192180.98,2018-10-01
819,SAN MARTIN,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-10-01
820,SAN MARTIN,INVERSION,MATERIAL RODANTE,35736479.0875,2018-10-01
821,SAN MARTIN,INVERSION,SENALES Y TELECOMUNICACIONES,224878.4978,2018-10-01
822,SAN MARTIN,INVERSION,VIAS Y OBRAS,16508125.8428,2018-10-01
823,SAN MARTIN,OPERACION,LIMPIEZA,801272.33,2018-10-01
824,SAN MARTIN,OPERACION,LOGISTICA DE RECAUDACION,2046691.99,2018-10-01
825,SAN MARTIN,OPERACION,SEGURIDAD,25352456.99,2018-10-01
826,SAN MARTIN,OPERACION,SEGUROS,4110247.84,2018-10-01
827,SAN MARTIN,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1968457.02,2018-10-01
828,SAN MARTIN,OPERACION,COMBUSTIBLES Y ENERGIA,1785025.29,2018-10-01
829,SAN MARTIN,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,11696725.56,2018-10-01
830,SAN MARTIN,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,5947868.99,2018-10-01
831,SAN MARTIN,PERSONAL,PERSONAL,263363603.94,2018-10-01
832,SARMIENTO,INVERSION,SENALES Y TELECOMUNICACIONES,153482.45,2018-10-01
833,SARMIENTO,INVERSION,VIAS Y OBRAS,22109501.7767,2018-10-01
834,SARMIENTO,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-10-01
835,SARMIENTO,INVERSION,MATERIAL RODANTE,16527150.8283,2018-10-01
836,SARMIENTO,OPERACION,COMBUSTIBLES Y ENERGIA,23725609.85,2018-10-01
837,SARMIENTO,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,10357541.73,2018-10-01
838,SARMIENTO,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,7469575.63,2018-10-01
839,SARMIENTO,OPERACION,LIMPIEZA,1202548.24,2018-10-01
840,SARMIENTO,OPERACION,LOGISTICA DE RECAUDACION,2548039.45,2018-10-01
841,SARMIENTO,OPERACION,SEGURIDAD,16479136.38,2018-10-01
842,SARMIENTO,OPERACION,SEGUROS,534618.55,2018-10-01
843,SARMIENTO,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,2777971.7,2018-10-01
844,SARMIENTO,PERSONAL,PERSONAL,331047517.86,2018-10-01
845,BELGRANO SUR,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-09-01
846,BELGRANO SUR,INVERSION,MATERIAL RODANTE,11131243.5925,2018-09-01
847,BELGRANO SUR,INVERSION,SENALES Y TELECOMUNICACIONES,210115.245663,2018-09-01
848,BELGRANO SUR,INVERSION,VIAS Y OBRAS,12634355.0031,2018-09-01
849,BELGRANO SUR,OPERACION,LIMPIEZA,1730877.37,2018-09-01
850,BELGRANO SUR,OPERACION,LOGISTICA DE RECAUDACION,1001037.81,2018-09-01
851,BELGRANO SUR,OPERACION,SEGURIDAD,3108605.03,2018-09-01
852,BELGRANO SUR,OPERACION,SEGUROS,0.0,2018-09-01
853,BELGRANO SUR,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,265537.31,2018-09-01
854,BELGRANO SUR,OPERACION,COMBUSTIBLES Y ENERGIA,16477329.61,2018-09-01
855,BELGRANO SUR,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,10511382.15,2018-09-01
856,BELGRANO SUR,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,10186370.42,2018-09-01
857,BELGRANO SUR,PERSONAL,PERSONAL,159404712.57,2018-09-01
858,MITRE,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-09-01
859,MITRE,INVERSION,MATERIAL RODANTE,6639142.2266,2018-09-01
860,MITRE,INVERSION,SENALES Y TELECOMUNICACIONES,1890163.0641049999,2018-09-01
861,MITRE,INVERSION,VIAS Y OBRAS,27159938.5176,2018-09-01
862,MITRE,OPERACION,LIMPIEZA,8395162.39,2018-09-01
863,MITRE,OPERACION,LOGISTICA DE RECAUDACION,1694600.76,2018-09-01
864,MITRE,OPERACION,SEGURIDAD,19311388.86,2018-09-01
865,MITRE,OPERACION,SEGUROS,0.0,2018-09-01
866,MITRE,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,374998.48,2018-09-01
867,MITRE,OPERACION,COMBUSTIBLES Y ENERGIA,34605902.96,2018-09-01
868,MITRE,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,7596973.0,2018-09-01
869,MITRE,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,9858971.68,2018-09-01
870,MITRE,PERSONAL,PERSONAL,344907183.98,2018-09-01
871,ROCA,INVERSION,MANTENIMIENTO ELECTRICO,2247311.9751,2018-09-01
872,ROCA,INVERSION,MATERIAL RODANTE,4660572.9216,2018-09-01
873,ROCA,INVERSION,SENALES Y TELECOMUNICACIONES,1831875.344029,2018-09-01
874,ROCA,INVERSION,VIAS Y OBRAS,88613449.3475,2018-09-01
875,ROCA,OPERACION,COMBUSTIBLES Y ENERGIA,39207565.49,2018-09-01
876,ROCA,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,16040337.45,2018-09-01
877,ROCA,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,11132380.45,2018-09-01
878,ROCA,OPERACION,LIMPIEZA,804329.03,2018-09-01
879,ROCA,OPERACION,LOGISTICA DE RECAUDACION,10681101.7,2018-09-01
880,ROCA,OPERACION,SEGURIDAD,9516504.25,2018-09-01
881,ROCA,OPERACION,SEGUROS,0.0,2018-09-01
882,ROCA,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1354552.7,2018-09-01
883,ROCA,PERSONAL,PERSONAL,521305854.32,2018-09-01
884,SAN MARTIN,INVERSION,SENALES Y TELECOMUNICACIONES,350192.07610500004,2018-09-01
885,SAN MARTIN,INVERSION,VIAS Y OBRAS,12063502.3625,2018-09-01
886,SAN MARTIN,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-09-01
887,SAN MARTIN,INVERSION,MATERIAL RODANTE,20217833.4214,2018-09-01
888,SAN MARTIN,OPERACION,COMBUSTIBLES Y ENERGIA,2974778.31,2018-09-01
889,SAN MARTIN,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,10136121.18,2018-09-01
890,SAN MARTIN,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,5655366.86,2018-09-01
891,SAN MARTIN,OPERACION,LIMPIEZA,1414725.61,2018-09-01
892,SAN MARTIN,OPERACION,LOGISTICA DE RECAUDACION,0.0,2018-09-01
893,SAN MARTIN,OPERACION,SEGURIDAD,14816727.4,2018-09-01
894,SAN MARTIN,OPERACION,SEGUROS,0.0,2018-09-01
895,SAN MARTIN,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,94176.34,2018-09-01
896,SAN MARTIN,PERSONAL,PERSONAL,214009595.81,2018-09-01
897,SARMIENTO,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-09-01
898,SARMIENTO,INVERSION,MATERIAL RODANTE,3500670.2212,2018-09-01
899,SARMIENTO,INVERSION,SENALES Y TELECOMUNICACIONES,641742.386298,2018-09-01
900,SARMIENTO,INVERSION,VIAS Y OBRAS,25210386.9902,2018-09-01
901,SARMIENTO,OPERACION,LIMPIEZA,4345805.15,2018-09-01
902,SARMIENTO,OPERACION,LOGISTICA DE RECAUDACION,0.0,2018-09-01
903,SARMIENTO,OPERACION,SEGURIDAD,16567164.96,2018-09-01
904,SARMIENTO,OPERACION,SEGUROS,0.0,2018-09-01
905,SARMIENTO,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,104084.68,2018-09-01
906,SARMIENTO,OPERACION,COMBUSTIBLES Y ENERGIA,24948988.12,2018-09-01
907,SARMIENTO,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,10220384.46,2018-09-01
908,SARMIENTO,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,6699437.76,2018-09-01
909,SARMIENTO,PERSONAL,PERSONAL,266169009.53,2018-09-01
910,BELGRANO SUR,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-08-01
911,BELGRANO SUR,INVERSION,MATERIAL RODANTE,19018010.122,2018-08-01
912,BELGRANO SUR,INVERSION,SENALES Y TELECOMUNICACIONES,551629.8291,2018-08-01
913,BELGRANO SUR,INVERSION,VIAS Y OBRAS,30318417.798012,2018-08-01
914,BELGRANO SUR,OPERACION,COMBUSTIBLES Y ENERGIA,26787983.86,2018-08-01
915,BELGRANO SUR,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,2268136.67,2018-08-01
916,BELGRANO SUR,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,5143560.75,2018-08-01
917,BELGRANO SUR,OPERACION,LIMPIEZA,97136.12,2018-08-01
918,BELGRANO SUR,OPERACION,LOGISTICA DE RECAUDACION,1635861.48,2018-08-01
919,BELGRANO SUR,OPERACION,SEGURIDAD,12408484.09,2018-08-01
920,BELGRANO SUR,OPERACION,SEGUROS,0.0,2018-08-01
921,BELGRANO SUR,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,877904.03,2018-08-01
922,BELGRANO SUR,PERSONAL,PERSONAL,161392761.23,2018-08-01
923,MITRE,INVERSION,SENALES Y TELECOMUNICACIONES,678674.217,2018-08-01
924,MITRE,INVERSION,VIAS Y OBRAS,47989163.831353,2018-08-01
925,MITRE,INVERSION,MANTENIMIENTO ELECTRICO,0.0,2018-08-01
926,MITRE,INVERSION,MATERIAL RODANTE,3637971.6984,2018-08-01
927,MITRE,OPERACION,COMBUSTIBLES Y ENERGIA,6311246.4,2018-08-01
928,MITRE,OPERACION,CONTROL MEDICO Y SEGURIDAD OPERATIVA,9349795.39,2018-08-01
929,MITRE,OPERACION,GASTOS ADMINISTRATIVOS E IMPUESTOS,9667490.38,2018-08-01
930,MITRE,OPERACION,LIMPIEZA,4911258.63,2018-08-01
931,MITRE,OPERACION,LOGISTICA DE RECAUDACION,1741006.06,2018-08-01
932,MITRE,OPERACION,SEGURIDAD,19574777.11,2018-08-01
933,MITRE,OPERACION,SEGUROS,0.0,2018-08-01
934,MITRE,OPERACION,TECNOLOGIA Y VIDEO-FILMACION,1504173.86,2018-08-01
935,MITRE,PERSONAL,PERSONAL,351021027.019999,2018-08-01
936,ROCA,INVERSION,MANTENIMIENTO ELECTRICO,2628039.2342,2018-08-01
937,ROCA,INVERSION,MATERIAL RODANTE,7831774.0656,2018-08-01
938,ROCA,INVERSION,SENALES Y TELECOMUNICACIONES,2180159.0967,2018-08-01
939,ROCA,INVERSION,VIAS Y OBRAS,124585331.02909599,2018-08-01
940,ROCA,OPERACION,LIMPIEZA,1484360.55,2018-08-01
941,ROCA,OPERACION,LOGISTICA DE RECAUDACION,0.0,2018-08-01
942,ROCA,OPERACION,SEGURIDAD,16504792.99,2018-08-01
943,ROCA,OPERACION,SEGUROS,0.0,2018-08-01
