INDEX,ID,LINEA,LINEA_2,ESTACION,RAMAL,LONG,LAT,MES,CANTIDAD
125,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2019-11-01,56653.0
126,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2018-10-01,75734.0
127,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2019-10-01,56380.0
128,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2018-09-01,69294.0
129,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2019-09-01,54673.0
130,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2019-08-01,55713.0
131,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2018-08-01,72026.0
132,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2019-07-01,56412.0
133,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2018-07-01,63373.0
134,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2019-06-01,51228.0
135,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2018-06-01,54444.0
136,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2019-05-01,74628.0
137,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2018-05-01,67243.0
138,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2017-05-01,52950.0
139,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2018-04-01,65601.0
140,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2019-04-01,92944.0
141,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2019-03-01,110612.0
142,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2018-03-01,76395.0
