INDEX,LINEA,ESTACION,TOTAL,FECHA
3100,ROCA,LONGCHAMPS,463917,2019-04-01
3101,BELGRANO SUR,CASTILLO,36417,2019-04-01
3102,BELGRANO NORTE,RETIRO,634173,2019-04-01
3103,ROCA,LLAVALLOL,98431,2019-04-01
3104,BELGRANO SUR,EVA DUARTE,51810,2019-04-01
3105,ROCA,LANUS,858154,2019-04-01
3106,BELGRANO SUR,FOURNIER,39121,2019-04-01
3107,BELGRANO SUR,G. CATAN,166745,2019-04-01
3108,ROCA,LA PLATA,377189,2019-04-01
3109,BELGRANO SUR,I. CASANOVA,26308,2019-04-01
3110,ROCA,LA NORIA,4,2019-04-01
3111,ROCA,L. GUILLON,145950,2019-04-01
3112,BELGRANO SUR,ILLIA,26154,2019-04-01
3113,ROCA,LEVENE,1275,2019-04-01
3114,ROCA,U. FERROVIARIA,2693,2019-04-01
3115,BELGRANO NORTE,R. S. ORTIZ,94700,2019-04-01
3116,BELGRANO NORTE,LOS POLVORINES,142513,2019-04-01
3117,ROCA,TOLOSA,21393,2019-04-01
3118,ROCA,TEMPERLEY,236394,2019-04-01
3119,ROCA,TABLADA,203,2019-04-01
3120,ROCA,SPEGAZZINI,14555,2019-04-01
3121,ROCA,SOURIGUES,41906,2019-04-01
3122,ROCA,SARANDI,56043,2019-04-01
3123,ROCA,SANTA SOFIA,11473,2019-04-01
3124,ROCA,SAN JUSTO,337,2019-04-01
3125,ROCA,RINGUELET,11643,2019-04-01
3126,BELGRANO NORTE,MUNRO,112764,2019-04-01
3127,ROCA,RANELAGH,46768,2019-04-01
3128,ROCA,PLATANOS,57102,2019-04-01
3129,ROCA,PEREYRA,7469,2019-04-01
3130,ROCA,MONTE GRANDE,554348,2019-04-01
3131,BELGRANO NORTE,BOULOGNE SUR,187870,2019-04-01
3132,BELGRANO NORTE,DEL VISO,77095,2019-04-01
3133,BELGRANO NORTE,DON TORCUATO,137521,2019-04-01
3134,BELGRANO NORTE,FLORIDA,41887,2019-04-01
3135,BELGRANO NORTE,GRAND BOURG,207342,2019-04-01
3136,BELGRANO NORTE,ING. P. NOGUES,119900,2019-04-01
3137,ROCA,QUILMES,435467,2019-04-01
3138,MITRE,SAN ANDRES,44647,2019-04-01
3139,BELGRANO SUR,VILLEGAS,6069,2019-05-01
3140,BELGRANO SUR,V.LUGANO,103466,2019-05-01
3141,ROCA,U. FERROVIARIA,3033,2019-05-01
3142,SARMIENTO,MISERERE,225,2019-05-01
3143,ROCA,BERAZATEGUI,274627,2019-05-01
3144,ROCA,RANELAGH,46475,2019-05-01
3145,SARMIENTO,MERLO,948838,2019-05-01
3146,SARMIENTO,LINIERS,587532,2019-05-01
3147,ROCA,BERNAL,187110,2019-05-01
3148,ROCA,BOSQUES,113117,2019-05-01
3149,ROCA,BRANDSEN,60,2019-05-01
3150,ROCA,QUILMES,441725,2019-05-01
3151,SARMIENTO,ITUZAINGO,308507,2019-05-01
3152,ROCA,RINGUELET,12096,2019-05-01
3153,SARMIENTO,HAEDO,185684,2019-05-01
3154,ROCA,CALZADA,166677,2019-05-01
3155,ROCA,PLATANOS,56948,2019-05-01
3156,ROCA,CANUELAS,28921,2019-05-01
3157,ROCA,CHASCOMUS,48,2019-05-01
3158,ROCA,CITY BELL,52766,2019-05-01
3159,SARMIENTO,FLORESTA,165505,2019-05-01
3160,SARMIENTO,FLORES,272444,2019-05-01
3161,ROCA,PEREYRA,7182,2019-05-01
3162,ROCA,CLAYPOLE,261562,2019-05-01
3163,ROCA,V. CASARES,1482,2019-05-01
3164,ROCA,BURZACO,481475,2019-05-01
3165,SARMIENTO,MORENO,813819,2019-05-01
3166,ROCA,BANFIELD,561148,2019-05-01
3167,ROCA,ARDIGO,167697,2019-05-01
3168,ROCA,SOURIGUES,43532,2019-05-01
3169,MITRE,URQUIZA,221986,2019-05-01
3170,MITRE,V. BALLESTER,150111,2019-05-01
3171,SARMIENTO,VILLA LURO,119342,2019-05-01
3172,MITRE,VICENTE LOPEZ,65396,2019-05-01
3173,MITRE,VICTORIA ELECT,75341,2019-05-01
3174,ROCA,SARANDI,57840,2019-05-01
3175,ROCA,SANTA SOFIA,11491,2019-05-01
3176,SARMIENTO,S.A DE PADUA,270998,2019-05-01
3177,MITRE,VIRREYES,137599,2019-05-01
3178,MITRE,ZARATE,716,2019-05-01
3179,MITRE,ZELAYA,245,2019-05-01
3180,SARMIENTO,RAMOS MEJIA,519995,2019-05-01
3181,SAN MARTIN,MUNIZ,60436,2019-05-01
3182,ROCA,A. DE ELIA,4,2019-05-01
3183,SARMIENTO,PASO DEL REY,228090,2019-05-01
3184,ROCA,A. PETION,5798,2019-05-01
3185,ROCA,A.KORN,191394,2019-05-01
3186,ROCA,ADROGUE,321685,2019-05-01
3187,ROCA,SAN JUSTO,433,2019-05-01
3188,SARMIENTO,ONCE,1755671,2019-05-01
3189,SARMIENTO,MORON,1020463,2019-05-01
3190,ROCA,ALTAMIRANO,1,2019-05-01
3191,ROCA,CONSTITUCION,4316562,2019-05-01
3192,SAN MARTIN,ASTOLFI,17372,2019-05-01
3193,ROCA,DARIO Y MAXI,271139,2019-05-01
3194,ROCA,DON BOSCO,62493,2019-05-01
3195,SAN MARTIN,HURLINGHAM,94624,2019-05-01
3196,SAN MARTIN,J.C. PAZ,476454,2019-05-01
3197,ROCA,HAEDO,2144,2019-05-01
3198,SAN MARTIN,V. DEVOTO,128001,2019-05-01
3199,ROCA,LA PLATA,385051,2019-05-01
3200,SAN MARTIN,SOL Y VERDE,104839,2019-05-01
3201,ROCA,HUDSON,80448,2019-05-01
3202,SAN MARTIN,SAN MIGUEL,332505,2019-05-01
3203,SAN MARTIN,SAENZ PENA,85080,2019-05-01
3204,ROCA,J. MARMOL,85116,2019-05-01
3205,ROCA,JEPPENER,1,2019-05-01
3206,SAN MARTIN,S. LUGARES,22849,2019-05-01
3207,SAN MARTIN,RETIRO,53,2019-05-01
3208,ROCA,L. GUILLON,150478,2019-05-01
3209,SAN MARTIN,PILAR,162258,2019-05-01
3210,SAN MARTIN,PATERNAL,5,2019-05-01
3211,ROCA,JUAN XXIII,3,2019-05-01
3212,SAN MARTIN,MANZANARES,2723,2019-05-01
3213,ROCA,KLOOSTERMAN,476,2019-05-01
3214,SAN MARTIN,PALOMAR,94816,2019-05-01
3215,ROCA,KM. 33,4,2019-05-01
3216,SAN MARTIN,PALERMO,190,2019-05-01
3217,ROCA,KM. 34,5,2019-05-01
3218,ROCA,H. ESPANOL,1,2019-05-01
3219,MITRE,TIGRE,252943,2019-05-01
3220,SAN MARTIN,V. PARQUE,335104,2019-05-01
3221,SAN MARTIN,W. MORRIS,69105,2019-05-01
3222,SAN MARTIN,B. VISTA,106523,2019-05-01
3223,ROCA,MONTE GRANDE,585592,2019-05-01
3224,ROCA,EL JAGUEL,198120,2019-05-01
3225,ROCA,ESCALADA,160158,2019-05-01
3226,SARMIENTO,CIUDADELA,172070,2019-05-01
3227,ROCA,MAXIMO PAZ,12585,2019-05-01
3228,SAN MARTIN,CABRED,4317,2019-05-01
3229,ROCA,EZEIZA,490165,2019-05-01
3230,ROCA,LONGCHAMPS,494236,2019-05-01
3231,ROCA,EZPELETA,215713,2019-05-01
3232,SAN MARTIN,CASEROS,155432,2019-05-01
3233,ROCA,F. VARELA,350293,2019-05-01
3234,ROCA,GERLI,145717,2019-05-01
3235,ROCA,LLAVALLOL,98727,2019-05-01
3236,ROCA,GLEW,633100,2019-05-01
3237,SAN MARTIN,CHACARITA,34,2019-05-01
3238,SARMIENTO,CASTELAR,286232,2019-05-01
3239,SAN MARTIN,DERQUI,168750,2019-05-01
3240,SARMIENTO,CABALLITO,214163,2019-05-01
3241,ROCA,LEVENE,1481,2019-05-01
3242,ROCA,GONNET,35533,2019-05-01
3243,ROCA,GUERNICA,192887,2019-05-01
3244,ROCA,LANUS,917629,2019-05-01
3245,ROCA,GUTIERREZ,5645,2019-05-01
3246,MITRE,SAN MARTIN,197487,2019-05-01
3247,ROCA,L. DE ZAMORA,1113908,2019-05-01
3248,BELGRANO SUR,FOURNIER,43294,2019-05-01
3249,MITRE,MARTINEZ,148053,2019-05-01
3250,BELGRANO NORTE,VILLA ROSA,55486,2019-05-01
3251,ROCA,V. DOMINICO,55163,2019-05-01
3252,MITRE,COLEGIALES,93541,2019-05-01
3253,MITRE,COGHLAN,35699,2019-05-01
3254,MITRE,MATHEU,835,2019-05-01
3255,BELGRANO SUR,ALDO BONZI,3906,2019-05-01
3256,BELGRANO SUR,CASTELLO,71030,2019-05-01
3257,ROCA,TRISTAN SUAREZ,27505,2019-05-01
3258,MITRE,MIGUELETES,44712,2019-05-01
3259,MITRE,MITRE,74628,2019-05-01
3260,BELGRANO SUR,CASTILLO,40673,2019-05-01
3261,ROCA,VILLA ELISA,52757,2019-05-01
3262,BELGRANO SUR,EVA DUARTE,55786,2019-05-01
3263,MITRE,NUNEZ,171134,2019-05-01
3264,MITRE,CENTRANGOLO,16810,2019-05-01
3265,BELGRANO NORTE,FLORIDA,41716,2019-05-01
3266,ROCA,TOLOSA,22985,2019-05-01
3267,MITRE,CHILAVERT,53502,2019-05-01
3268,MITRE,OLIVOS,86180,2019-05-01
3269,BELGRANO NORTE,VILLA ADELINA,142900,2019-05-01
3270,MITRE,MAQ. SAVIO,577,2019-05-01
3271,MITRE,GARIN,1120,2019-05-01
3272,BELGRANO NORTE,DEL VISO,75400,2019-05-01
3273,MITRE,JOSE LEON SUAREZ,211514,2019-05-01
3274,MITRE,JUAN B. JUSTO,20636,2019-05-01
3275,BELGRANO NORTE,BOULOGNE SUR,168167,2019-05-01
3276,BELGRANO NORTE,GRAND BOURG,216733,2019-05-01
3277,MITRE,FLORIDA,22672,2019-05-01
3278,BELGRANO NORTE,ING. P. NOGUES,116948,2019-05-01
3279,BELGRANO NORTE,RETIRO,591026,2019-05-01
3280,MITRE,ESCOBAR,2859,2019-05-01
3281,MITRE,LA LUCILA,47819,2019-05-01
3282,MITRE,EL TALAR,44,2019-05-01
3283,BELGRANO NORTE,MUNRO,116011,2019-05-01
3284,MITRE,LOPEZ CAMELO,368,2019-05-01
3285,MITRE,MALAVER,29555,2019-05-01
3286,ROCA,TURDERA,117945,2019-05-01
3287,MITRE,DRAGO,64883,2019-05-01
3288,BELGRANO NORTE,R. S. ORTIZ,91039,2019-05-01
3289,BELGRANO NORTE,LOS POLVORINES,137760,2019-05-01
3290,BELGRANO SUR,G. CATAN,181753,2019-05-01
3291,BELGRANO NORTE,DON TORCUATO,134493,2019-05-01
3292,BELGRANO SUR,ILLIA,30947,2019-05-01
3293,BELGRANO SUR,I. CASANOVA,28973,2019-05-01
3294,MITRE,BELGRANO C.,257399,2019-05-01
3295,MITRE,SAAVEDRA,40401,2019-05-01
3296,BELGRANO SUR,MENDEVILLE,5916,2019-05-01
3297,BELGRANO SUR,MERLO GOMEZ,24548,2019-05-01
3298,BELGRANO SUR,QUERANDI,35969,2019-05-01
3299,MITRE,SAN ANDRES,46729,2019-05-01
3300,MITRE,SAN FERNANDO,113713,2019-05-01
3301,MITRE,BECCAR,61330,2019-05-01
3302,MITRE,ACASSUSO,54190,2019-05-01
3303,ROCA,SPEGAZZINI,15553,2019-05-01
3304,BELGRANO SUR,SAENZ,267936,2019-05-01
3305,BELGRANO SUR,TAPIALES,39086,2019-05-01
3306,ROCA,YRIGOYEN,91788,2019-05-01
3307,BELGRANO SUR,V. MADERO,78750,2019-05-01
3308,MITRE,3 DE FEBRERO,63189,2019-05-01
3309,MITRE,SAN ISIDRO,282640,2019-05-01
3310,BELGRANO SUR,V. SOLDATI,42564,2019-05-01
3311,ROCA,ZEBALLOS,122470,2019-05-01
3312,MITRE,BELGRANO R.,185523,2019-05-01
3313,BELGRANO SUR,LIBERTAD,34651,2019-05-01
3314,BELGRANO SUR,M. BELGRANO,41499,2019-05-01
3315,MITRE,RIVADAVIA,91422,2019-05-01
3316,BELGRANO SUR,J. INGENIEROS,4426,2019-05-01
3317,ROCA,TABLADA,415,2019-05-01
3318,MITRE,RETIRO (SUAREZ-MITRE),529374,2019-05-01
3319,MITRE,CARRANZA,183987,2019-05-01
3320,ROCA,VILLA ESPANA,41316,2019-05-01
3321,BELGRANO SUR,KM. 12,2025,2019-05-01
3322,MITRE,PUEYRREDON,68152,2019-05-01
3323,BELGRANO SUR,INDEPENDENCIA,135579,2019-05-01
3324,MITRE,CARUPA,87430,2019-05-01
3325,ROCA,WILDE,93263,2019-05-01
3326,MITRE,BENAVIDEZ,283,2019-05-01
3327,MITRE,RETIRO (TIGRE),527919,2019-05-01
3328,BELGRANO SUR,LAFERRERE,239284,2019-05-01
3329,ROCA,TEMPERLEY,249072,2019-05-01
3330,MITRE,VICTORIA ELECT,62606,2019-06-01
3331,MITRE,SAN ISIDRO,263973,2019-06-01
3332,MITRE,SAN FERNANDO,100262,2019-06-01
3333,MITRE,PUEYRREDON,61590,2019-06-01
3334,MITRE,SAN MARTIN,191237,2019-06-01
3335,MITRE,OLIVOS,77084,2019-06-01
3336,MITRE,SAAVEDRA,35807,2019-06-01
3337,MITRE,RETIRO (SUAREZ-MITRE),544228,2019-06-01
3338,MITRE,TIGRE,245247,2019-06-01
3339,MITRE,RETIRO (TIGRE),609729,2019-06-01
3340,MITRE,VICENTE LOPEZ,70183,2019-06-01
3341,MITRE,URQUIZA,201160,2019-06-01
3342,MITRE,RIVADAVIA,68627,2019-06-01
3343,MITRE,SAN ANDRES,39212,2019-06-01
3344,BELGRANO SUR,INDEPENDENCIA,120761,2019-06-01
3345,BELGRANO NORTE,DEL VISO,69098,2019-06-01
3346,MITRE,MITRE,51228,2019-06-01
3347,BELGRANO NORTE,RETIRO,499236,2019-06-01
3348,MITRE,FLORIDA,18861,2019-06-01
3349,MITRE,BECCAR,62532,2019-06-01
3350,BELGRANO NORTE,VILLA ADELINA,121927,2019-06-01
3351,BELGRANO NORTE,VILLA ROSA,58962,2019-06-01
3352,MITRE,BELGRANO C.,328804,2019-06-01
3353,MITRE,ESCOBAR,2131,2019-06-01
3354,BELGRANO SUR,ALDO BONZI,3509,2019-06-01
3355,BELGRANO SUR,BUENOS AIRES,1,2019-06-01
3356,MITRE,EL TALAR,29,2019-06-01
3357,MITRE,BELGRANO R.,167248,2019-06-01
3358,BELGRANO SUR,LAFERRERE,212631,2019-06-01
3359,BELGRANO SUR,CASTELLO,63864,2019-06-01
3360,BELGRANO SUR,LIBERTAD,31182,2019-06-01
3361,BELGRANO SUR,KM. 12,2069,2019-06-01
3362,BELGRANO SUR,CASTILLO,38077,2019-06-01
3363,MITRE,BENAVIDEZ,146,2019-06-01
3364,BELGRANO SUR,J. INGENIEROS,4683,2019-06-01
3365,BELGRANO SUR,EVA DUARTE,48282,2019-06-01
3366,BELGRANO SUR,ING. BUDGE,1,2019-06-01
3367,BELGRANO SUR,FOURNIER,37382,2019-06-01
3368,BELGRANO SUR,G. CATAN,166664,2019-06-01
3369,MITRE,COGHLAN,29059,2019-06-01
3370,BELGRANO SUR,I. CASANOVA,26434,2019-06-01
3371,MITRE,CHILAVERT,41856,2019-06-01
3372,BELGRANO SUR,ILLIA,25937,2019-06-01
3373,MITRE,CARRANZA,154377,2019-06-01
3374,MITRE,CENTRANGOLO,14298,2019-06-01
3375,MITRE,COLEGIALES,82897,2019-06-01
3376,MITRE,NUNEZ,112629,2019-06-01
3377,MITRE,GARIN,914,2019-06-01
3378,BELGRANO SUR,MENDEVILLE,5220,2019-06-01
3379,MITRE,MIGUELETES,37801,2019-06-01
3380,MITRE,MATHEU,426,2019-06-01
3381,BELGRANO SUR,V. MADERO,68215,2019-06-01
3382,BELGRANO SUR,V. SOLDATI,37614,2019-06-01
3383,BELGRANO SUR,TAPIALES,39730,2019-06-01
3384,MITRE,MARTINEZ,143880,2019-06-01
3385,BELGRANO SUR,SAENZ,233123,2019-06-01
3386,BELGRANO NORTE,BOULOGNE SUR,166272,2019-06-01
3387,MITRE,MAQ. SAVIO,162,2019-06-01
3388,MITRE,CARUPA,82825,2019-06-01
3389,BELGRANO SUR,V.LUGANO,89003,2019-06-01
3390,MITRE,MALAVER,25149,2019-06-01
3391,BELGRANO SUR,QUERANDI,29082,2019-06-01
3392,BELGRANO SUR,M. BELGRANO,38148,2019-06-01
3393,BELGRANO NORTE,DON TORCUATO,119053,2019-06-01
3394,BELGRANO NORTE,FLORIDA,35394,2019-06-01
3395,BELGRANO SUR,MERLO GOMEZ,20908,2019-06-01
3396,BELGRANO SUR,VILLEGAS,5806,2019-06-01
3397,MITRE,LA LUCILA,49786,2019-06-01
3398,BELGRANO NORTE,GRAND BOURG,187695,2019-06-01
3399,BELGRANO NORTE,ING. P. NOGUES,104624,2019-06-01
3400,MITRE,JUAN B. JUSTO,16828,2019-06-01
3401,MITRE,3 DE FEBRERO,59025,2019-06-01
3402,MITRE,JOSE LEON SUAREZ,194766,2019-06-01
3403,BELGRANO NORTE,LOS POLVORINES,122049,2019-06-01
3404,BELGRANO NORTE,MUNRO,103215,2019-06-01
3405,MITRE,ACASSUSO,54030,2019-06-01
3406,BELGRANO NORTE,R. S. ORTIZ,71275,2019-06-01
3407,MITRE,LOPEZ CAMELO,477,2019-06-01
3408,MITRE,DRAGO,52438,2019-06-01
3409,MITRE,V. BALLESTER,131762,2019-06-01
3410,MITRE,ZARATE,590,2019-06-01
3411,SAN MARTIN,MANZANARES,2487,2019-06-01
3412,SAN MARTIN,J.C. PAZ,419144,2019-06-01
3413,SAN MARTIN,HURLINGHAM,81719,2019-06-01
3414,SAN MARTIN,DERQUI,147781,2019-06-01
3415,SAN MARTIN,CHACARITA,40,2019-06-01
3416,SAN MARTIN,CASEROS,141329,2019-06-01
3417,SAN MARTIN,CABRED,3789,2019-06-01
3418,SAN MARTIN,B. VISTA,92432,2019-06-01
3419,SAN MARTIN,ASTOLFI,13609,2019-06-01
3420,ROCA,ZEBALLOS,100890,2019-06-01
3421,ROCA,YRIGOYEN,79412,2019-06-01
3422,ROCA,WILDE,83843,2019-06-01
3423,SAN MARTIN,MUNIZ,54551,2019-06-01
3424,ROCA,VILLA ESPANA,35704,2019-06-01
3425,ROCA,V. DOMINICO,53094,2019-06-01
3426,ROCA,V. CASARES,1340,2019-06-01
3427,ROCA,URIBELARREA,70,2019-06-01
3428,ROCA,U. FERROVIARIA,2594,2019-06-01
3429,ROCA,TURDERA,102380,2019-06-01
3430,ROCA,TRISTAN SUAREZ,24356,2019-06-01
3431,ROCA,TOLOSA,16051,2019-06-01
3432,ROCA,TEMPERLEY,218692,2019-06-01
3433,ROCA,TABLADA,412,2019-06-01
3434,ROCA,SPEGAZZINI,13834,2019-06-01
3435,ROCA,SOURIGUES,36415,2019-06-01
3436,ROCA,SARANDI,51626,2019-06-01
3437,ROCA,VILLA ELISA,67218,2019-06-01
3438,ROCA,SANTA SOFIA,9468,2019-06-01
3439,SAN MARTIN,PALERMO,208,2019-06-01
3440,SAN MARTIN,PATERNAL,11,2019-06-01
3441,SARMIENTO,VILLA LURO,66335,2019-06-01
3442,SARMIENTO,S.A DE PADUA,252077,2019-06-01
3443,SARMIENTO,RAMOS MEJIA,498238,2019-06-01
3444,SARMIENTO,PASO DEL REY,212187,2019-06-01
3445,SARMIENTO,ONCE,1634137,2019-06-01
3446,SARMIENTO,MORON,928506,2019-06-01
3447,SARMIENTO,MORENO,842034,2019-06-01
3448,SARMIENTO,MISERERE,184,2019-06-01
3449,SARMIENTO,MERLO,864966,2019-06-01
3450,SARMIENTO,LINIERS,533422,2019-06-01
3451,SARMIENTO,ITUZAINGO,300027,2019-06-01
3452,SARMIENTO,HAEDO,169309,2019-06-01
3453,SAN MARTIN,PALOMAR,79432,2019-06-01
3454,SARMIENTO,FLORESTA,156247,2019-06-01
3455,SARMIENTO,CIUDADELA,154881,2019-06-01
3456,SARMIENTO,CASTELAR,252043,2019-06-01
3457,SARMIENTO,CABALLITO,182324,2019-06-01
3458,SAN MARTIN,W. MORRIS,62248,2019-06-01
3459,SAN MARTIN,V. PARQUE,314054,2019-06-01
3460,SAN MARTIN,V. DEVOTO,107351,2019-06-01
3461,SAN MARTIN,SOL Y VERDE,86282,2019-06-01
3462,SAN MARTIN,SAN MIGUEL,297897,2019-06-01
3463,SAN MARTIN,SAENZ PENA,100609,2019-06-01
3464,SAN MARTIN,S. LUGARES,20368,2019-06-01
3465,SAN MARTIN,RETIRO,80,2019-06-01
3466,SAN MARTIN,PILAR,138927,2019-06-01
3467,SARMIENTO,FLORES,247419,2019-06-01
3468,MITRE,VIRREYES,122961,2019-06-01
3469,ROCA,SAN JUSTO,325,2019-06-01
3470,ROCA,RANELAGH,37645,2019-06-01
3471,ROCA,ESCALADA,154533,2019-06-01
3472,ROCA,EMP. LOBOS,48,2019-06-01
3473,ROCA,EL JAGUEL,174697,2019-06-01
3474,ROCA,DON BOSCO,55741,2019-06-01
3475,ROCA,DARIO Y MAXI,236436,2019-06-01
3476,ROCA,CONSTITUCION,3922777,2019-06-01
3477,ROCA,CLAYPOLE,248484,2019-06-01
3478,ROCA,CITY BELL,36110,2019-06-01
3479,ROCA,CHASCOMUS,620,2019-06-01
3480,ROCA,CANUELAS,24942,2019-06-01
3481,ROCA,CALZADA,147745,2019-06-01
3482,ROCA,BURZACO,417035,2019-06-01
3483,ROCA,EZEIZA,443422,2019-06-01
3484,ROCA,BRIAN,1,2019-06-01
3485,ROCA,BOSQUES,92492,2019-06-01
3486,ROCA,BERNAL,162730,2019-06-01
3487,ROCA,BERAZATEGUI,250735,2019-06-01
3488,ROCA,BANFIELD,508608,2019-06-01
3489,ROCA,ARDIGO,146381,2019-06-01
3490,ROCA,ALTAMIRANO,41,2019-06-01
3491,ROCA,ADROGUE,284829,2019-06-01
3492,ROCA,ABBOT,73,2019-06-01
3493,ROCA,A.KORN,165828,2019-06-01
3494,ROCA,A. PETION,4908,2019-06-01
3495,ROCA,A. DE ELIA,3,2019-06-01
3496,MITRE,ZELAYA,223,2019-06-01
3497,ROCA,BRANDSEN,298,2019-06-01
3498,ROCA,RINGUELET,8596,2019-06-01
3499,ROCA,EZPELETA,188202,2019-06-01
3500,ROCA,GANDARA,2,2019-06-01
3501,ROCA,QUILMES,394339,2019-06-01
3502,ROCA,PLATANOS,46263,2019-06-01
3503,ROCA,PEREYRA,6244,2019-06-01
3504,ROCA,MONTE GRANDE,526182,2019-06-01
3505,ROCA,MONTE,378,2019-06-01
3506,ROCA,MAXIMO PAZ,10771,2019-06-01
3507,ROCA,LONGCHAMPS,431439,2019-06-01
3508,ROCA,LOBOS,256,2019-06-01
3509,ROCA,LLAVALLOL,91667,2019-06-01
3510,ROCA,LEVENE,1219,2019-06-01
3511,ROCA,LANUS,836757,2019-06-01
3512,ROCA,F. VARELA,291554,2019-06-01
3513,ROCA,LA PLATA,273592,2019-06-01
3514,ROCA,L. DE ZAMORA,1008199,2019-06-01
3515,ROCA,KM. 33,1,2019-06-01
3516,ROCA,KLOOSTERMAN,514,2019-06-01
3517,ROCA,JUAN XXIII,8,2019-06-01
3518,ROCA,JEPPENER,109,2019-06-01
3519,ROCA,J. MARMOL,74307,2019-06-01
3520,ROCA,HUDSON,68641,2019-06-01
3521,ROCA,HAEDO,1580,2019-06-01
3522,ROCA,GUERNICA,167251,2019-06-01
3523,ROCA,GONNET,24808,2019-06-01
3524,ROCA,GLEW,538466,2019-06-01
3525,ROCA,GERLI,126029,2019-06-01
3526,ROCA,L. GUILLON,129513,2019-06-01
3527,ROCA,GUTIERREZ,4525,2019-06-01
3528,MITRE,ZARATE,995,2019-07-01
3529,MITRE,ZELAYA,265,2019-07-01
3530,MITRE,BECCAR,68668,2019-07-01
3531,SARMIENTO,MERLO,923128,2019-07-01
3532,MITRE,MITRE,56412,2019-07-01
3533,ROCA,WILDE,89992,2019-07-01
3534,ROCA,CLAYPOLE,285582,2019-07-01
3535,ROCA,CITY BELL,49312,2019-07-01
3536,SARMIENTO,LINIERS,632725,2019-07-01
3537,ROCA,YRIGOYEN,87362,2019-07-01
3538,MITRE,NUNEZ,116960,2019-07-01
3539,ROCA,ZEBALLOS,110446,2019-07-01
3540,MITRE,MIGUELETES,34189,2019-07-01
3541,MITRE,OLIVOS,88343,2019-07-01
3542,SAN MARTIN,ASTOLFI,16986,2019-07-01
3543,SAN MARTIN,B. VISTA,109727,2019-07-01
3544,ROCA,CHASCOMUS,4730,2019-07-01
3545,SARMIENTO,HAEDO,174841,2019-07-01
3546,SARMIENTO,FLORESTA,180503,2019-07-01
3547,SARMIENTO,FLORES,285918,2019-07-01
3548,MITRE,PUEYRREDON,69183,2019-07-01
3549,SARMIENTO,CIUDADELA,169791,2019-07-01
3550,ROCA,CANUELAS,27042,2019-07-01
3551,SARMIENTO,ITUZAINGO,311998,2019-07-01
3552,SARMIENTO,CASTELAR,266781,2019-07-01
3553,SARMIENTO,MISERERE,242,2019-07-01
3554,ROCA,VILLA ELISA,50100,2019-07-01
3555,BELGRANO NORTE,FLORIDA,37791,2019-07-01
3556,ROCA,U. FERROVIARIA,2502,2019-07-01
3557,BELGRANO NORTE,DON TORCUATO,127709,2019-07-01
3558,ROCA,EL JAGUEL,199962,2019-07-01
3559,BELGRANO NORTE,DEL VISO,76376,2019-07-01
3560,ROCA,UNIVERSITARIO,23161,2019-07-01
3561,BELGRANO NORTE,BOULOGNE SUR,182155,2019-07-01
3562,SARMIENTO,PASO DEL REY,215203,2019-07-01
3563,MITRE,LOPEZ CAMELO,38,2019-07-01
3564,ROCA,VILLA ESPANA,36634,2019-07-01
3565,ROCA,DON BOSCO,60744,2019-07-01
3566,MITRE,RIVADAVIA,78367,2019-07-01
3567,MITRE,MALAVER,29178,2019-07-01
3568,ROCA,V. CASARES,1299,2019-07-01
3569,SARMIENTO,MORON,998056,2019-07-01
3570,MITRE,MARTINEZ,164380,2019-07-01
3571,SARMIENTO,MORENO,941454,2019-07-01
3572,ROCA,V. DOMINICO,55099,2019-07-01
3573,ROCA,DARIO Y MAXI,237757,2019-07-01
3574,ROCA,CONSTITUCION,4377688,2019-07-01
3575,SARMIENTO,ONCE,1831560,2019-07-01
3576,SARMIENTO,CABALLITO,204697,2019-07-01
3577,SAN MARTIN,CABRED,4716,2019-07-01
3578,SAN MARTIN,W. MORRIS,67623,2019-07-01
3579,SAN MARTIN,S. LUGARES,28116,2019-07-01
3580,ROCA,ARDIGO,159667,2019-07-01
3581,SAN MARTIN,HURLINGHAM,94880,2019-07-01
3582,ROCA,BANFIELD,534552,2019-07-01
3583,SAN MARTIN,J.C. PAZ,491564,2019-07-01
3584,SAN MARTIN,RETIRO,214213,2019-07-01
3585,MITRE,SAN FERNANDO,117977,2019-07-01
3586,SAN MARTIN,MANZANARES,3424,2019-07-01
3587,MITRE,SAN ANDRES,43091,2019-07-01
3588,SAN MARTIN,SAENZ PENA,95173,2019-07-01
3589,SAN MARTIN,MUNIZ,63503,2019-07-01
3590,SAN MARTIN,PALERMO,184725,2019-07-01
3591,ROCA,BERNAL,156246,2019-07-01
3592,MITRE,RETIRO (TIGRE),768390,2019-07-01
3593,MITRE,SAAVEDRA,37453,2019-07-01
3594,ROCA,BRANDSEN,1522,2019-07-01
3595,SAN MARTIN,PALOMAR,101201,2019-07-01
3596,SAN MARTIN,PATERNAL,16,2019-07-01
3597,ROCA,BOSQUES,102655,2019-07-01
3598,MITRE,ACASSUSO,59283,2019-07-01
3599,ROCA,BERAZATEGUI,268454,2019-07-01
3600,MITRE,SAN ISIDRO,292346,2019-07-01
3601,SAN MARTIN,DERQUI,153791,2019-07-01
3602,MITRE,SAN MARTIN,222040,2019-07-01
3603,MITRE,VIRREYES,142270,2019-07-01
3604,MITRE,VICTORIA ELECT,62871,2019-07-01
3605,SAN MARTIN,V. PARQUE,264180,2019-07-01
